,t_acc=3Gyr,t_acc=10Gyr,t_acc=25Gyr
0,0.8139558831096666,0.8139558831096666,0.8139558831096666
1,0.8529022572890205,0.8529022572890205,0.8529022572890205
2,0.891244425581215,0.891244425581215,0.891244425581215
3,0.9290533544755868,0.9290533544755868,0.9290533544755868
4,0.9663889583474193,0.9663889583474193,0.9663889583474193
5,1.0033023235815743,1.0033023235815743,1.0033023235815743
6,1.0398373901704434,1.0398373901704434,1.0398373901704434
7,1.0760322440417411,1.0760322440417411,1.0760322440417411
8,1.1119201247347141,1.1119201247347141,1.1119201247347141
9,1.147530221382114,1.147530221382114,1.147530221382114
10,1.182888308854976,1.182888308854976,1.182888308854976
11,1.2180172615671452,1.2180172615671452,1.2180172615671452
12,1.2529374724722082,1.2529374724722082,1.2529374724722082
13,1.287667197759885,1.287667197759885,1.287667197759885
14,1.322222842717892,1.322222842717892,1.322222842717892
15,1.3566192005643032,1.3566192005643032,1.3566192005643032
16,1.3908696533573055,1.3908696533573055,1.3908696533573055
17,1.424986342078359,1.424986342078359,1.424986342078359
18,1.4589803114689748,1.4589803114689748,1.4589803114689748
19,1.492861634046972,1.492861634046972,1.492861634046972
20,1.5266395168405338,1.5266395168405338,1.5266395168405338
21,1.5603223936898962,1.5603223936898962,1.5603223936898962
22,1.593918005427941,1.593918005427941,1.593918005427941
23,1.6274334698264536,1.6274334698264536,1.6274334698264536
24,1.6608753428576462,1.6608753428576462,1.6608753428576462
25,1.6942496725510372,1.6942496725510372,1.6942496725510372
26,1.7275620465088461,1.7275620465088461,1.7275620465088461
27,1.7608176339674393,1.7608176339674393,1.7608176339674393
28,1.7940212231493613,1.7940212231493613,1.7940212231493613
29,1.827177254533387,1.827177254533387,1.827177254533387
30,1.8602898505736534,1.8602898505736534,1.8602898505736534
31,1.893362842319234,1.893362842319234,1.893362842319234
32,1.9263997933192871,1.9263997933192871,1.9263997933192871
33,1.9594040211436408,1.9594040211436408,1.9594040211436408
34,1.9923786168023367,1.9923786168023367,1.9923786168023367
35,2.025326462308688,2.025326462308688,2.025326462308688
36,2.0582502465974506,2.0582502465974506,2.0582502465974506
37,2.091152479981798,2.091152479981798,2.091152479981798
38,2.124035507309023,2.124035507309023,2.124035507309023
39,2.156901519954594,2.156901519954594,2.156901519954594
40,2.189752566776844,2.189752566776844,2.189752566776844
41,2.2225905641395904,2.2225905641395904,2.2225905641395904
42,2.2554173050971897,2.2554173050971897,2.2554173050971897
43,2.288234467825344,2.288234467825344,2.288234467825344
44,2.3210436233713745,2.3210436233713745,2.3210436233713745
45,2.3538462427893077,2.3538462427893077,2.3538462427893077
46,2.3866437037178043,2.3866437037178043,2.3866437037178043
47,2.4194372964526045,2.4194372964526045,2.4194372964526045
48,2.452228229559594,2.452228229559594,2.452228229559594
49,2.485017635069667,2.485017635069667,2.485017635069667
50,2.5178065732923254,2.5178065732923254,2.5178065732923254
51,2.550596037281066,2.550596037281066,2.550596037281066
52,2.5833869569803687,2.5833869569803687,2.5833869569803687
53,2.6161802030810324,2.6161802030810324,2.6161802030810324
54,2.648976590608056,2.648976590608056,2.648976590608056
55,2.6817768822628856,2.6817768822628856,2.6817768822628856
