,t_acc=3Gyr,t_acc=10Gyr,t_acc=25Gyr
0,0.0,0.0,0.0
1,3339556.054543107,1423881.487596058,1047176.4792520446
2,6569628.43895936,2833595.1176690757,2090172.6188401927
3,9693806.454889076,4229281.862756784,3129005.1067249463
4,12715561.73266821,5611081.292696794,4163690.5642482312
5,15638252.089052668,6979131.588583587,5194245.5463994965
6,18465125.25847122,8333569.556586812,6220686.542080386
7,21199322.50195343,9674530.641631963,7243029.974368765
8,23843882.097742945,11002148.940945033,8261292.20078133
9,26401742.717474747,12316557.217462277,9275489.51353545
10,28875746.691668227,13617886.913106717,10285638.13980979
11,31268643.168164637,14906268.161932338,11291754.24200386
12,33583091.16701863,16181829.803137695,12293853.917996801
13,35821662.53523856,17444699.39394987,13291953.201404804
14,37986844.80465891,18695003.22238034,14286068.061837658
15,40081043.95612044,19932866.319853887,15276214.40515439
16,42106587.09302978,21158412.473711796,16262408.0737176
17,44065725.02726935,22371764.239590753,17244664.846647
18,45960634.7803309,23573042.953678478,18223000.440071937
19,47793422.00245241,24762368.744847443,19197430.50738277
20,49566123.31244603,25939860.54666787,20167970.63948137
21,51280708.560817406,27105636.109301195,21134636.36503054
22,52939083.01869114,28259812.011275154,22097443.150702517
23,54543089.49497472,29402503.671141785,23056406.401426427
24,56094510.38411362,30533825.35901929,24011541.460634723
25,57595069.64671286,31653890.208019238,24962863.610508725
26,59046434.72522627,32762810.225559935,25910388.072223134
27,60450218.39684176,33860696.304567225,26854130.006189536
28,61807980.56562201,34947658.23456391,27794104.51229905
29,63121229.99589164,36023804.71264882,28730326.630163793
30,64391425.988797225,37089243.35436651,29662811.33935761
31,65619980.003903255,38144080.70446908,30591573.55965576
32,66808257.22762562,39188422.247570515,31516628.151273604
33,67957578.09024595,40222372.41869546,32437989.915104315
34,69069219.73319219,41246034.61372263,33355673.592955764
35,70144417.42821607,42259511.19972458,34269693.86778637
36,71184365.95004429,43262903.525204495,35180065.36394008
37,72190220.90402904,44256311.930231065,36086802.64738021
38,73163100.01027267,45239835.75647266,36989920.225922644
39,74104084.34565404,46213573.357131496,37889432.54946789
40,75014219.54513627,47177622.106779076,38785354.010232344
41,75894516.96369088,48132078.411093764,39677698.94297848
42,76745954.80012964,49077037.71650138,40566481.62524426
43,77569479.18409277,50012594.5197199,41451716.27757156
44,78366005.22740145,50938842.37720931,42333417.06373371
45,79136418.04094283,51855873.91452721,43211598.090962075
46,79881573.7182177,52763780.835591555,44086273.41017183
47,80602300.2866435,53662653.93185102,44957457.01618678
48,81299398.62767012,54552583.09136431,45825162.84796317
49,81973643.36673033,55433657.30778899,46689404.78881282
50,82625783.73401468,56305964.6892809,47550196.66662523
51,83256544.39702633,57169592.46730515,48407552.25408879
52,83866626.26584192,58024627.00535921,49261485.26891126
53,84456707.27197249,58871153.80760945,50112009.374038994
54,85027443.12169062,59709257.5274415,50959138.17787588
55,85579468.02466026,60539021.97592579,51802885.234500825
56,86113395.39867951,61360530.13019862,52643264.04388477
57,86629818.55131902,62173864.14176002,53480288.05210654
58,87129311.33921362,62979105.34468894,54313970.65156818
59,87612428.80573992,63776334.2637767,55144325.18120904
60,88079707.79778823,64565630.62257955,55971364.92671928
61,88531667.56231439,65347073.35139115,56795103.12075255
62,88968810.32333411,66120740.595135555,57615552.943137445
63,89391621.84000157,66886709.72118189,58432727.52108867
64,89800571.94639152,67645057.32708105,59246639.92941687
65,90196115.07358573,68395859.24822561,60057303.190738
66,90578690.75464298,69139190.56543334,60864730.275681496
67,90948724.1130144,69875125.61245538,61668934.10309794
68,91306626.33494669,70603737.98340976,62469927.54026571
69,91652795.12639786,71325100.54014072,63267723.40309696
70,91987615.15497383,72039285.41950507,64062334.45634243
71,92311458.47737637,72746364.04058592,64853773.41379596
72,92624684.95283769,73446407.1118346,65642052.9384978
73,92927642.64300111,74139484.63814165,66427185.64293707
74,93220668.198692,74825665.9278372,67209184.08925386
75,93504087.23400892,75505019.59962207,67988060.78943996
76,93778214.68815053,76177613.58942957,68763828.20553923
77,94043355.17538042,76843515.15721917,69536498.74984682
78,94299803.32351883,77502790.8937026,70306084.78510794
79,94547844.10133709,78155506.72700284,71072598.62471561
80,94787753.135219,78801727.92924723,71836052.53290756
81,95019797.01544066,79441519.12309445,72596458.72496268
82,95244233.59240936,80074944.2881971,73353829.3673962
83,95461312.26319057,80702066.7675995,74108176.57815455
84,95671274.24864137,81322949.2740722,74859512.42680927
85,95874352.86145857,81937653.89638326,75607848.93474989
86,96070773.7654389,82546242.10550718,76353198.0753765
87,96260755.22623992,83148774.76077203,77095571.77429132
88,96444508.35391974,83745312.11594544,77834981.90948933
89,96622237.3375256,84335913.82526003,78571440.31154847
90,96794139.6719915,84920638.94937894,79304958.76381887
91,96960406.37759735,85499545.9613018,80035549.00261144
92,97121222.21223344,86072692.75221229,80763222.71738558
93,97276765.8767059,86640136.63726705,81487991.55093624
94,97427210.21331164,87201934.36132751,82209867.09958021
95,97572722.39790305,87758142.10463423,82928860.91334169
96,97713464.12565617,88308815.48842506,83644984.49613702
97,97849591.79074864,88854009.58049725,84358249.30595882
98,97981256.66014712,89393778.90071435,85068666.75505927
99,98108605.04169717,89928177.42645818,85776248.21013269
100,98231778.4467027,90457258.59802668,86481004.99249743
101,98350913.74717526,90981075.3239779,87182948.37827714
102,98466143.32792807,91499679.9864209,87882089.59858082
103,98577595.23368397,92013124.44625416,88578439.83968307
104,98685393.31136048,92521460.04835151,89272010.24320248
105,98789657.34769022,93024737.62669678,89962811.90628035
106,98890503.20232959,93523007.50946718,90650855.88175803
107,98988042.93660365,94016319.52406625,91336153.1783538
108,99082384.93803026,94504723.00210652,92018714.76083906
109,99173634.04076177,94988266.7843428,92698551.5502136
110,99261891.64207822,95466999.22555628,93375674.42388064
111,99347255.81506142,95940968.19939002,94050094.2158206
112,99429821.41757509,96410221.10313638,94721821.7167645
113,99509680.19767232,96874804.86247677,95390867.67436665
114,99586920.89554723,97334765.93617429,96057242.79337674
115,99661629.34214427,97790150.32071958,96720957.73581083
116,99733888.55453494,98241003.55493066,97382023.1211222
117,99803778.82816736,98687370.72450659,98040449.52637103
118,99871377.82609172,99129296.46653633,98696247.48639394
119,99936760.66526061,99566824.97396234,99349427.49397226
120,99999999.99999999,99999999.99999999,100000000.00000001
