j_bar_kpc_km_s,f_gas
1396.571566468002,0.09637899709102984
1505.2059450763616,0.10510388859146375
1885.932773498737,0.13625925688829638
2349.636903596386,0.1764211333966482
2929.7405621130292,0.2309176977600746
3212.7306275814694,0.2599337222082404
4105.839214219266,0.3667446439026278
5050.5468544128025,0.5031584253300352
6532.343452882772,0.7654527230283793
7023.544879716793,0.9008029627132226
