j_bar_kpc_km_s,f_gas
226.69600098542858,0.11023966068729923
261.53338671327566,0.12619024056010145
282.41431125075815,0.13554899073166815
355.1690248550762,0.16803360758424682
552.4994520475728,0.262255046738496
606.2863350096729,0.2907275360267221
779.4397888240658,0.39640374037781717
968.2607325237024,0.5362412169124636
1275.7481343685574,0.8141477834245503
1386.234010809756,0.9300471172520826
1412.1842876501155,0.9615650804769588
