j_bar_kpc_km_s,f_gas
47.65889175232789,0.20259039877259524
51.52210532055364,0.2147626847436591
64.99390763782954,0.2555189956581494
81.25963036177025,0.30290277570722884
101.6091210742679,0.36233185490661024
111.61144933952585,0.39270741571688483
143.912766969134,0.5005088525976157
179.2288270837765,0.6322056838022069
236.68423276036236,0.8546679252789432
257.34448905317896,0.9419990242689307
