# r[kpc] vrot[km/s] Sigma_HI [Msun/pc2], jHI [kpc km/s]
0.51 23.04 3.53 0.00
0.98 38.42 4.14 29.69
1.45 53.39 4.75 51.18
1.92 62.01 5.12 76.48
2.38 67.49 5.13 102.17
2.85 71.84 5.09 129.08
3.32 75.52 5.19 157.21
3.79 79.15 5.37 187.10
4.25 81.55 5.41 217.26
4.72 82.59 5.44 247.83
5.19 85.74 5.63 279.49
5.66 89.49 5.66 313.28
6.12 93.08 5.19 346.61
6.59 97.24 4.42 379.11
7.06 101.07 3.67 409.46
7.53 102.14 3.01 436.85
7.99 103.72 2.50 460.82
8.46 103.75 2.09 482.96
8.93 102.71 1.80 502.95
9.40 101.79 1.57 521.27
9.86 99.15 1.37 537.55
10.33 99.17 1.24 553.10
10.80 98.23 1.16 568.43
11.26 96.20 1.08 583.04
11.73 94.37 0.96 597.03
12.20 92.85 0.86 609.98
12.67 97.32 0.76 622.77
13.13 98.20 0.68 635.40
13.60 90.28 0.64 647.17
14.07 88.14 0.59 657.67
14.54 85.00 0.58 667.70
