# r[kpc] vrot[km/s] Sigma_HI [Msun/pc2], jHI [kpc km/s]
0.13 2.30 7.28 0.00
0.25 9.42 6.78 1.62
0.38 11.04 6.01 2.73
0.50 15.50 5.03 4.09
0.63 17.82 3.77 5.75
0.76 21.10 2.59 7.41
0.88 23.11 1.82 8.90
1.01 24.60 1.32 10.40
1.13 25.62 0.97 11.68
1.26 29.37 0.71 13.04
1.39 32.13 0.60 14.52
