# r[kpc] vrot[km/s] Sigma_HI [Msun/pc2], jHI [kpc km/s]
0.88 244.21 4.43 0.00
1.24 199.84 4.19 233.70
1.59 209.89 3.96 267.43
1.94 230.33 3.76 317.55
2.30 237.75 3.57 375.24
2.65 240.35 3.46 431.44
3.00 238.36 3.36 485.95
3.36 233.17 3.31 539.05
3.71 230.38 3.26 588.55
4.06 225.22 3.20 635.98
4.41 215.92 3.15 679.51
4.77 214.98 3.21 723.17
5.12 222.00 3.27 770.11
5.47 220.42 3.36 820.40
5.83 205.53 3.46 867.53
6.18 208.51 3.41 910.45
6.53 204.03 3.36 952.97
6.89 205.63 3.16 995.07
7.24 215.93 2.96 1038.37
7.59 221.14 2.66 1083.56
7.95 192.12 2.36 1119.94
8.30 190.38 2.09 1145.51
8.65 183.04 1.83 1167.97
9.01 185.96 1.67 1189.59
9.36 183.21 1.50 1210.42
9.71 180.22 1.43 1230.30
10.07 181.04 1.36 1251.02
10.42 185.28 1.36 1273.14
10.77 184.58 1.36 1297.33
11.13 187.10 1.40 1324.40
11.48 187.05 1.44 1353.24
11.83 189.41 1.52 1385.00
12.19 189.44 1.60 1421.01
12.54 189.05 1.74 1459.22
12.89 188.80 1.88 1500.98
13.24 189.59 2.05 1546.71
13.60 191.59 2.23 1598.72
13.95 193.94 2.38 1654.07
14.30 194.33 2.54 1713.01
14.66 197.83 2.67 1777.30
15.01 198.65 2.79 1842.67
15.36 199.12 2.86 1908.77
15.72 201.37 2.93 1977.49
16.07 202.40 2.93 2044.39
16.42 203.64 2.93 2110.34
16.78 204.07 2.85 2176.16
17.13 203.58 2.76 2236.86
17.48 202.96 2.64 2293.88
17.84 203.53 2.51 2349.14
18.19 205.01 2.44 2401.17
18.54 205.82 2.37 2452.29
18.90 207.59 2.35 2504.67
19.25 209.73 2.34 2556.47
19.60 205.75 2.31 2607.07
19.96 207.58 2.28 2657.67
20.31 208.78 2.20 2706.67
20.66 208.24 2.12 2754.21
21.02 207.00 2.02 2800.70
21.37 205.78 1.91 2843.18
21.72 203.97 1.82 2883.07
22.07 204.00 1.72 2920.90
22.43 203.21 1.64 2958.17
22.78 202.51 1.55 2992.77
23.13 202.94 1.45 3025.80
23.49 202.16 1.35 3058.06
23.84 202.08 1.26 3087.73
24.19 201.07 1.16 3115.65
24.55 200.07 1.07 3142.39
24.90 200.37 0.98 3166.78
25.25 201.82 0.90 3190.02
25.61 201.28 0.81 3212.51
25.96 200.86 0.74 3232.78
26.31 200.66 0.67 3251.69
26.67 200.30 0.60 3269.68
27.02 200.02 0.52 3285.53
27.37 199.72 0.46 3299.79
27.73 200.55 0.39 3312.97
28.08 201.08 0.34 3324.46
28.43 201.55 0.29 3334.76
