# r[kpc] vrot[km/s] Sigma_HI [Msun/pc2], jHI [kpc km/s]
0.26 6.10 7.02 0.00
0.52 11.20 6.55 4.35
0.77 14.90 5.46 7.03
1.03 19.10 5.82 11.18
1.29 24.30 6.02 16.87
1.55 29.80 5.88 23.98
1.81 34.30 5.58 32.07
2.06 38.20 5.18 40.38
2.32 42.50 4.97 49.79
2.58 42.30 4.46 58.83
2.84 47.30 4.01 67.78
3.10 49.30 3.70 77.23
3.35 50.60 3.47 86.29
3.61 53.00 3.28 95.94
3.87 54.70 3.19 106.03
4.13 55.20 3.08 116.29
4.38 57.50 2.92 126.30
4.64 59.10 2.74 136.91
4.90 61.20 2.51 147.52
5.16 62.70 2.24 157.87
5.42 64.40 2.14 168.19
5.67 66.60 1.98 178.31
5.93 66.30 1.81 188.54
6.19 66.20 1.64 198.08
6.45 67.30 1.44 207.04
