# r[kpc] vrot[km/s] Sigma_HI [Msun/pc2], jHI [kpc km/s]
2.66 140.66 1.91 0.00
3.42 154.57 2.42 469.87
4.17 166.10 3.07 566.31
4.93 175.96 3.81 676.96
5.69 178.86 4.32 786.53
6.45 182.49 4.75 893.92
7.21 186.04 4.84 999.59
7.97 188.43 4.74 1101.72
8.73 187.96 4.73 1199.67
9.49 187.54 4.91 1296.05
10.25 188.26 5.18 1394.75
11.01 190.40 5.18 1495.46
11.76 195.22 5.00 1596.59
12.52 199.29 4.68 1699.51
13.28 201.85 4.29 1799.36
14.04 202.32 3.81 1892.50
14.80 200.98 3.40 1977.25
15.56 200.13 2.81 2052.07
16.32 198.92 2.25 2115.87
17.08 195.69 1.71 2168.07
