# r[kpc] vrot[km/s] Sigma_HI [Msun/pc2], jHI [kpc km/s]
2.46 67.88 0.50 0.00
3.07 136.79 0.57 315.53
3.69 181.49 0.69 465.57
4.30 192.89 0.90 605.65
4.92 192.99 1.11 725.62
5.53 234.47 1.36 877.91
6.15 229.67 1.66 1039.15
6.76 235.14 1.96 1182.04
7.38 244.77 2.33 1332.98
7.99 238.54 2.58 1469.21
8.61 242.06 2.63 1591.58
9.22 258.33 2.57 1717.77
9.84 251.08 2.41 1837.57
10.45 236.60 2.17 1926.33
11.07 240.29 1.90 2001.57
11.68 234.58 1.70 2069.99
12.30 235.99 1.52 2134.36
12.91 240.12 1.44 2199.89
13.53 242.14 1.34 2269.34
14.14 236.60 1.30 2336.43
14.76 242.99 1.23 2405.82
15.37 239.87 1.22 2476.73
15.99 241.66 1.27 2552.68
16.60 248.86 1.43 2641.13
17.22 237.98 1.59 2739.61
17.83 231.36 1.74 2835.62
18.45 233.54 1.77 2935.15
19.06 229.58 1.68 3029.48
19.68 237.25 1.50 3120.04
20.29 231.56 1.32 3201.27
20.91 225.72 1.19 3270.96
21.52 222.27 1.09 3331.36
22.14 224.02 0.95 3387.83
22.75 218.00 0.83 3437.26
23.37 219.83 0.71 3481.60
23.98 220.09 0.68 3524.02
24.60 218.62 0.67 3567.85
