# r[kpc] vrot[km/s] Sigma_HI [Msun/pc2], jHI [kpc km/s]
0.12 134.00 1.79 0.00
0.24 208.00 1.79 38.64
0.35 252.00 1.80 59.10
0.47 272.00 1.81 83.91
0.59 276.00 1.81 108.17
0.71 271.00 1.82 130.84
0.83 266.00 1.83 152.07
0.94 262.00 1.83 170.63
1.06 260.00 1.84 190.53
1.18 260.00 1.85 210.56
1.30 259.00 1.85 230.66
1.42 257.00 1.86 250.59
1.53 254.00 1.88 268.56
1.66 244.00 1.91 288.53
1.89 228.00 1.96 319.57
2.01 220.00 1.99 333.89
2.13 215.00 2.01 347.40
2.24 213.00 2.04 359.70
3.10 228.00 2.23 489.77
3.79 236.00 2.43 607.88
3.90 236.00 2.46 626.90
4.14 237.00 2.53 668.76
4.25 237.00 2.56 687.99
4.37 237.00 2.59 708.95
4.49 237.00 2.63 729.90
4.61 237.00 2.66 750.84
4.72 236.00 2.69 769.88
5.16 235.00 2.79 845.18
5.43 234.00 2.86 890.52
5.56 233.00 2.89 912.04
5.67 233.00 2.92 930.16
5.79 233.00 2.95 949.96
5.91 232.00 2.98 969.65
6.03 232.00 3.00 989.21
6.20 232.00 2.99 1016.73
6.50 233.00 2.98 1064.94
6.85 235.00 2.97 1121.48
6.98 236.00 2.96 1142.63
7.09 236.00 2.96 1160.54
7.21 237.00 2.96 1180.14
7.22 238.00 2.96 1181.79
7.33 238.00 2.95 1200.01
7.45 239.00 2.95 1219.92
7.56 240.00 2.94 1238.30
8.26 247.00 2.76 1356.38
8.98 252.00 2.56 1477.12
9.09 253.00 2.53 1495.42
9.30 254.00 2.47 1530.19
10.32 253.00 2.18 1689.33
11.38 247.00 1.92 1836.73
12.40 238.00 1.73 1961.47
13.41 229.00 1.64 2072.96
14.43 223.00 1.62 2181.05
15.44 220.00 1.61 2289.24
16.57 220.00 1.61 2416.30
17.58 224.00 1.62 2539.84
18.60 228.00 1.64 2676.89
19.61 234.00 1.69 2827.11
20.62 239.00 1.74 2992.58
21.64 243.00 1.75 3170.17
22.77 245.00 1.65 3366.31
23.78 247.00 1.48 3531.07
24.79 249.00 1.30 3682.39
25.81 250.00 1.10 3819.70
26.82 251.00 0.94 3940.92
27.84 251.00 0.79 4050.16
29.41 248.00 0.61 4193.47
30.99 246.00 0.49 4315.22
32.57 249.00 0.38 4421.78
34.03 252.00 0.31 4510.35
37.19 255.00 0.20 4675.16
