# r[kpc] vrot[km/s] Sigma_HI [Msun/pc2], jHI [kpc km/s]
0.09 231.00 1.05 0.00
0.17 231.00 1.05 32.87
0.26 231.00 1.04 45.15
0.34 231.00 1.03 56.40
0.43 232.00 1.02 69.57
0.51 232.00 1.02 81.47
0.60 232.00 1.01 94.97
0.69 232.00 1.00 108.49
0.77 233.00 0.99 120.57
0.86 233.00 0.99 134.31
0.95 234.00 0.98 148.13
1.03 235.00 0.98 160.56
1.11 235.00 0.98 173.08
1.20 236.00 0.98 187.28
1.29 237.00 0.98 201.64
1.38 238.00 0.98 216.14
1.46 238.00 0.98 229.06
1.55 239.00 0.98 243.65
1.63 240.00 0.97 256.67
1.72 241.00 0.97 271.39
1.80 242.00 0.97 284.60
1.89 243.00 0.97 299.59
1.98 244.00 0.97 314.70
2.07 246.00 0.97 330.02
2.15 247.00 0.97 343.79
2.23 248.00 0.98 357.73
2.32 249.00 1.00 373.73
2.40 251.00 1.02 388.35
2.49 252.00 1.03 405.12
2.58 253.00 1.05 422.10
2.67 254.00 1.07 439.34
2.75 256.00 1.09 454.98
2.83 257.00 1.11 470.93
2.92 259.00 1.13 489.17
3.00 260.00 1.14 505.56
3.09 262.00 1.16 524.21
3.18 263.00 1.18 543.12
3.27 264.00 1.20 562.16
3.35 266.00 1.22 579.31
3.43 267.00 1.24 596.71
4.21 280.00 1.52 787.70
4.29 282.00 1.55 807.19
4.38 283.00 1.59 829.42
4.47 285.00 1.62 851.92
4.80 290.00 1.75 936.96
5.25 296.00 1.93 1056.88
5.32 298.00 1.96 1075.70
5.41 299.00 2.00 1100.14
5.50 300.00 2.03 1124.63
5.58 301.00 2.07 1146.48
5.67 302.00 2.11 1171.20
5.76 303.00 2.13 1195.90
6.00 306.00 2.19 1261.60
6.18 307.00 2.23 1310.37
6.27 308.00 2.25 1334.55
6.36 309.00 2.27 1358.71
6.45 310.00 2.30 1382.92
6.53 310.00 2.32 1404.38
6.61 311.00 2.34 1425.79
6.70 312.00 2.36 1449.91
6.79 312.00 2.38 1473.92
6.87 313.00 2.39 1495.16
6.96 313.00 2.39 1518.86
7.05 314.00 2.40 1542.36
7.20 315.00 2.40 1581.25
7.39 316.00 2.41 1629.87
7.47 316.00 2.41 1650.10
7.99 318.00 2.43 1779.20
8.08 318.00 2.43 1801.08
8.16 318.00 2.44 1820.41
8.25 319.00 2.44 1842.15
8.34 319.00 2.45 1863.88
8.40 319.00 2.45 1878.30
9.59 319.00 2.55 2160.74
10.80 317.00 2.70 2438.62
12.02 312.00 2.68 2700.30
13.22 308.00 2.41 2928.41
14.42 303.00 2.07 3126.24
15.63 298.00 1.92 3307.57
16.83 296.00 1.94 3489.02
18.03 294.00 1.95 3678.83
19.23 294.00 1.90 3873.36
20.43 294.00 1.77 4066.34
21.64 292.00 1.54 4247.83
22.84 290.00 1.27 4406.53
24.04 287.00 0.99 4540.64
25.24 283.00 0.87 4657.70
26.44 279.00 0.85 4771.99
27.65 276.00 0.85 4891.77
28.85 273.00 0.85 5016.10
30.05 271.00 0.87 5147.36
31.25 270.00 0.87 5285.96
32.34 268.00 0.85 5414.71
33.55 267.00 0.79 5555.32
34.75 266.00 0.70 5687.06
35.95 265.00 0.65 5811.77
37.15 264.00 0.61 5933.32
38.35 264.00 0.60 6055.75
39.56 264.00 0.59 6183.15
40.76 264.00 0.56 6310.78
41.96 264.00 0.51 6434.76
43.16 264.00 0.47 6553.52
44.36 262.00 0.45 6669.18
45.57 260.00 0.43 6783.72
46.77 258.00 0.39 6892.29
47.97 257.00 0.35 6993.37
49.17 258.00 0.32 7089.20
50.37 260.00 0.29 7181.76
51.58 263.00 0.25 7270.02
52.78 265.00 0.22 7351.58
53.98 266.00 0.21 7430.82
55.18 266.00 0.20 7510.19
57.59 262.00 0.20 7673.80
59.99 263.00 0.20 7848.62
62.39 272.00 0.20 8044.04
