# r[kpc] vrot[km/s] Sigma_HI [Msun/pc2], jHI [kpc km/s]
0.08 11.52 15.23 0.00
0.24 12.59 16.34 2.55
0.41 20.52 14.84 4.33
0.57 27.27 11.53 7.83
0.73 30.43 8.67 11.28
0.89 33.94 5.78 14.51
1.05 37.08 3.91 17.50
1.22 39.75 2.53 20.18
1.38 41.55 1.58 22.49
1.54 43.52 1.00 24.33
