# r[kpc] vrot[km/s] Sigma_HI [Msun/pc2], jHI [kpc km/s]
0.35 14.40 3.80 0.00
0.69 24.40 4.28 13.17
1.03 29.20 4.20 20.43
1.38 32.90 5.03 29.99
1.72 37.80 4.99 40.53
2.07 42.00 4.73 52.40
2.41 45.10 5.35 65.66
2.76 47.60 5.91 80.83
3.10 52.30 6.09 97.04
3.45 57.30 6.49 116.11
3.79 61.40 6.46 136.04
4.14 64.50 5.71 155.81
4.48 66.40 5.26 173.80
4.82 66.90 4.86 190.70
5.17 69.40 4.05 206.73
5.51 70.20 4.02 222.07
5.86 70.90 4.19 238.84
6.20 72.30 4.38 256.52
6.55 73.90 4.42 275.94
6.89 75.00 4.45 295.53
7.25 75.50 4.38 316.38
7.58 77.10 4.35 335.68
7.94 77.00 4.25 356.64
8.27 77.00 4.24 375.44
8.63 78.20 3.88 395.30
8.97 79.60 3.62 413.39
9.30 80.30 3.30 430.25
9.66 81.20 3.00 447.68
9.99 82.30 2.65 462.74
10.35 83.80 2.27 477.99
10.69 79.00 1.92 490.21
