# r[kpc] vrot[km/s] Sigma_HI [Msun/pc2], jHI [kpc km/s]
0.32 14.21 1.00 0.00
0.96 25.01 1.33 20.11
1.60 30.98 1.38 33.89
2.24 45.52 1.28 56.52
2.88 58.57 1.19 87.80
3.52 63.15 1.07 120.95
4.17 68.47 1.15 157.72
4.81 77.62 1.17 200.43
5.45 81.50 1.24 247.94
6.09 80.44 1.41 296.23
6.73 90.18 1.45 349.07
7.37 94.86 1.29 403.13
8.01 101.88 1.12 454.63
8.65 106.98 1.10 507.85
9.29 106.59 1.11 562.11
9.93 108.36 1.08 615.49
10.57 108.31 1.11 669.00
11.21 107.99 1.08 721.27
11.86 109.02 0.95 770.33
12.50 109.92 0.76 812.34
13.14 111.02 0.56 846.71
13.78 111.98 0.41 874.23
14.42 112.91 0.37 898.80
15.06 112.98 0.32 922.47
