# r[kpc] vrot[km/s] Sigma_HI [Msun/pc2], jHI [kpc km/s]
1.88 157.04 5.37 0.00
2.51 146.29 5.28 336.08
3.13 153.73 5.23 388.33
3.76 155.61 5.24 449.26
4.39 157.48 5.23 512.00
5.02 159.77 5.16 576.58
5.64 158.94 5.08 639.74
6.27 156.28 4.98 700.95
6.90 158.02 4.66 760.41
7.52 152.79 4.41 815.29
8.15 155.63 4.06 868.74
8.78 158.81 3.91 925.08
9.40 159.90 3.63 981.74
10.03 160.84 3.41 1038.76
10.66 158.08 3.12 1093.03
11.29 160.39 2.90 1145.44
11.91 157.49 2.67 1195.34
12.54 155.38 2.36 1241.62
13.17 149.85 2.12 1282.71
13.79 153.83 1.68 1318.76
14.42 153.05 1.46 1352.63
15.05 152.33 1.16 1382.81
15.67 151.14 0.92 1408.10
16.30 152.73 0.73 1430.41
