# r[kpc] vrot[km/s] Sigma_HI [Msun/pc2], jHI [kpc km/s]
0.57 22.85 4.99 0.00
1.70 31.02 4.37 41.80
2.83 37.15 3.10 61.20
3.97 42.04 1.81 89.31
5.10 45.78 0.84 111.21
