# r[kpc] vrot[km/s] Sigma_HI [Msun/pc2], jHI [kpc km/s]
2.84 235.72 18.76 0.00
3.54 247.97 19.64 787.41
4.25 251.95 19.71 896.84
4.96 262.47 21.74 1021.83
5.67 261.60 20.51 1143.35
6.38 259.66 22.14 1261.57
7.09 260.63 21.95 1379.73
7.80 259.05 20.64 1492.49
8.51 264.23 19.20 1603.10
9.21 257.56 17.45 1705.52
9.92 248.05 16.20 1795.95
10.63 246.69 15.33 1880.68
11.34 247.88 13.89 1965.01
12.05 245.97 12.51 2046.60
12.76 241.52 10.94 2121.63
13.47 235.58 10.16 2190.33
14.18 235.62 9.02 2255.69
14.88 237.33 7.96 2318.47
15.59 238.50 7.51 2382.69
16.30 236.72 7.27 2448.62
17.01 236.38 6.43 2513.17
17.72 236.28 5.72 2574.41
18.43 234.86 4.93 2631.49
19.14 236.36 4.86 2688.04
19.85 238.60 4.03 2743.70
20.55 241.92 3.83 2797.20
21.26 243.45 3.35 2851.09
21.97 244.10 3.31 2904.98
22.68 245.56 3.42 2963.26
23.39 245.00 3.01 3021.98
24.10 246.23 3.31 3083.18
24.81 247.50 3.39 3151.68
25.52 245.54 3.35 3223.13
26.22 249.86 1.89 3279.94
26.93 256.43 2.07 3328.61
