# r[kpc] vrot[km/s] Sigma_HI [Msun/pc2], jHI [kpc km/s]
1.58 154.33 3.24 0.00
2.11 175.16 3.38 317.04
2.63 178.74 4.13 383.88
3.16 181.52 5.11 454.16
3.68 185.34 5.51 523.52
4.21 183.63 5.55 589.89
4.74 182.08 5.81 652.94
5.26 181.47 5.94 713.88
5.79 179.46 5.63 772.57
6.32 178.55 5.41 828.11
6.84 180.54 5.23 882.94
7.37 181.78 5.16 940.79
7.89 180.77 5.15 998.32
8.42 179.61 5.07 1056.29
8.95 178.74 5.09 1113.97
9.47 179.32 5.04 1171.15
10.00 178.79 4.96 1229.48
10.53 181.53 4.94 1289.24
11.05 183.81 4.81 1349.95
11.58 185.90 4.35 1410.59
12.10 187.36 3.82 1466.18
12.63 188.69 3.40 1518.94
13.16 186.29 2.96 1566.95
13.68 183.77 2.54 1608.21
14.21 180.74 2.28 1645.70
14.74 177.83 2.08 1680.22
15.26 180.64 1.88 1712.95
15.79 180.04 1.80 1746.54
16.31 181.55 1.68 1779.77
16.84 182.23 1.53 1813.31
17.37 182.75 1.46 1846.63
