# r[kpc] vrot[km/s] Sigma_HI [Msun/pc2], jHI [kpc km/s]
0.32 44.00 2.83 0.00
0.64 64.00 3.24 32.79
0.96 128.00 3.39 70.12
1.28 148.00 3.93 116.65
1.60 157.00 4.55 163.21
1.92 189.00 4.71 217.30
2.24 195.00 4.63 272.88
2.56 201.00 4.94 327.14
2.88 214.00 5.51 387.05
3.20 215.00 5.64 447.48
3.52 215.00 5.50 502.57
3.84 216.00 5.60 554.90
4.80 214.00 4.74 693.21
5.76 210.00 3.01 796.36
6.72 205.00 2.46 882.67
7.68 203.00 3.11 986.34
8.64 201.00 3.11 1104.87
9.60 201.00 3.23 1228.78
10.56 199.00 3.31 1356.38
11.52 197.00 2.66 1470.12
12.48 196.00 2.05 1563.24
13.44 193.00 1.88 1646.80
14.40 190.00 1.73 1727.57
15.36 188.00 1.42 1801.84
16.32 187.00 1.13 1866.83
17.28 188.00 0.83 1922.24
18.24 186.00 0.65 1969.09
19.20 185.00 0.51 2009.58
20.16 185.00 0.38 2044.18
21.12 181.00 0.27 2071.93
22.08 178.00 0.24 2095.50
23.04 177.00 0.24 2119.76
24.00 182.00 0.24 2147.29
24.96 180.00 0.24 2177.95
