# r[kpc] vrot[km/s] Sigma_HI [Msun/pc2], jHI [kpc km/s]
2.18 96.62 3.42 0.00
2.72 104.77 3.37 251.63
3.27 116.28 3.86 302.25
3.81 116.57 4.05 349.71
4.35 118.30 4.28 394.57
4.90 121.43 4.45 441.92
5.44 120.53 4.59 487.86
5.99 123.09 4.92 535.97
6.53 124.04 5.11 585.06
7.08 126.35 4.99 634.86
7.62 129.37 4.65 683.11
8.16 131.05 4.29 729.89
8.71 131.61 3.87 774.77
9.25 132.75 3.49 816.27
9.80 131.59 2.98 854.78
10.34 130.89 2.60 888.55
10.89 132.24 2.24 920.58
11.43 131.84 1.98 950.32
11.97 131.11 1.67 977.62
12.52 132.48 1.31 1002.23
13.06 131.92 0.96 1022.41
