# r[kpc] vrot[km/s] Sigma_HI [Msun/pc2], jHI [kpc km/s]
0.19 153.00 6.51 0.00
0.56 130.00 7.64 62.99
0.94 128.00 8.81 91.81
1.22 134.00 8.45 114.52
1.59 129.00 8.02 144.41
1.96 131.00 8.37 175.31
2.34 138.00 8.85 212.04
2.71 139.00 9.43 250.51
2.99 143.00 9.76 280.68
3.37 146.00 10.15 323.59
3.74 154.00 10.31 368.06
4.12 161.00 10.44 417.29
4.40 167.00 10.52 455.58
4.77 173.00 10.59 508.54
5.15 176.00 10.64 563.63
5.52 178.00 10.77 616.98
5.89 180.00 10.91 670.25
6.17 179.00 10.98 709.79
6.55 180.00 10.82 761.78
6.92 181.00 9.99 809.71
7.30 179.00 9.31 854.83
7.58 179.00 8.87 885.94
7.95 179.00 8.33 925.45
8.33 178.00 7.69 963.87
8.70 177.00 6.88 998.43
9.08 176.00 6.23 1031.20
9.36 173.00 5.80 1053.59
9.73 172.00 5.46 1081.63
10.10 172.00 5.19 1109.33
10.48 170.00 5.04 1137.63
10.76 171.00 5.02 1158.86
11.13 174.00 5.22 1189.48
11.51 174.00 5.42 1224.01
11.88 175.00 5.60 1260.01
12.26 174.00 5.55 1298.15
12.54 173.00 5.53 1326.12
12.91 173.00 5.64 1363.71
13.29 173.00 5.55 1402.94
13.66 175.00 5.31 1441.09
14.03 174.00 4.72 1477.12
14.31 171.00 4.24 1501.27
14.69 167.00 3.88 1530.18
15.06 165.00 3.60 1555.78
15.44 163.00 3.40 1580.51
15.72 162.00 3.23 1597.93
16.09 161.00 2.99 1619.91
16.47 159.00 2.87 1641.53
16.84 158.00 2.77 1662.10
17.21 157.00 2.68 1682.44
17.50 157.00 2.61 1698.32
17.87 157.00 2.51 1718.61
18.24 160.00 2.41 1739.32
18.62 159.00 2.28 1760.67
18.90 160.00 2.10 1775.81
19.27 158.00 1.85 1794.30
19.65 155.00 1.59 1810.84
20.02 157.00 1.45 1825.54
20.40 154.00 1.35 1839.94
