# r[kpc] vrot[km/s] Sigma_HI [Msun/pc2], jHI [kpc km/s]
0.63 262.00 1.61 0.00
0.79 250.00 1.62 183.16
0.95 241.00 1.64 200.64
1.11 234.00 1.65 218.52
1.27 228.00 1.66 236.59
1.43 225.00 1.67 255.17
1.59 222.00 1.68 274.26
1.90 221.00 1.70 313.69
2.06 221.00 1.71 334.63
2.22 222.00 1.71 356.21
2.38 222.00 1.70 378.16
2.79 221.00 1.69 435.19
2.86 221.00 1.69 444.83
3.02 220.00 1.69 466.87
4.17 205.00 1.66 615.72
5.56 190.00 1.68 772.58
6.96 190.00 1.88 939.57
8.35 198.00 2.20 1139.06
9.73 204.00 2.57 1365.93
11.14 204.00 2.75 1596.44
12.51 201.00 2.78 1800.05
13.88 203.00 2.45 1981.69
15.35 202.00 1.97 2150.29
16.72 198.00 1.48 2277.61
18.08 195.00 1.08 2377.71
19.45 194.00 0.77 2459.48
20.92 192.00 0.52 2529.96
22.92 190.00 0.30 2601.84
25.02 191.00 0.21 2661.66
29.23 193.00 0.21 2803.57
