# r[kpc] vrot[km/s] Sigma_HI [Msun/pc2], jHI [kpc km/s]
0.17 4.80 12.33 0.00
0.35 6.04 12.55 1.69
0.52 7.50 11.78 2.58
0.70 11.71 9.40 4.13
0.87 12.42 6.57 5.63
1.05 13.96 4.26 7.00
1.22 14.70 2.71 8.15
1.40 16.68 1.81 9.25
1.57 15.72 1.11 10.12
