# r[kpc] vrot[km/s] Sigma_HI [Msun/pc2], jHI [kpc km/s]
0.72 125.00 3.97 0.00
1.43 162.00 3.60 181.09
2.16 178.00 3.89 273.38
2.87 193.00 4.29 376.24
3.59 192.00 4.19 475.59
4.30 190.00 4.54 569.72
5.03 195.00 5.25 675.69
5.75 201.00 5.28 785.11
6.46 204.00 5.48 894.41
7.18 204.00 5.22 999.95
7.91 206.00 5.21 1103.55
8.62 206.00 4.91 1201.09
11.49 206.00 4.37 1578.31
14.30 206.00 3.80 1924.64
17.19 203.00 2.52 2219.96
20.07 200.00 1.22 2423.21
22.96 194.00 0.79 2566.85
25.85 188.00 1.01 2731.39
28.74 184.00 1.11 2949.10
31.62 182.00 0.99 3182.74
34.51 180.00 0.85 3407.51
37.40 181.00 0.76 3626.69
40.29 180.00 0.74 3853.74
43.17 179.00 0.66 4081.16
45.92 179.00 0.65 4301.27
48.81 179.00 0.60 4538.12
51.70 174.00 0.60 4775.06
54.59 172.00 0.60 5016.89
