R[kpc] Vrot[km/s] e_Vrot[km/s] Sigma_gas[Msun/kpc2] e_Sigma_gas[Msun/kpc2] Sigma_SFR[Msun/yr/kpc2] e_Sigma_SFR[Msun/yr/kpc2]
2.050759944731292694e-01 1.749917640703736197e+02 5.075934107231226733e+00 1.049798058218418062e+07 2.106849436000911053e+06 8.383489676927277645e-02 8.338146459595498217e-03
6.152279834193876695e-01 1.683265380539951650e+02 4.719285849277480516e+00 1.140601362848092616e+07 2.193908075550009962e+06 6.416801159889426454e-02 7.153507500890656998e-03
1.025379972365646042e+00 1.710898166310753936e+02 2.538213877654728279e+00 1.822782236487688124e+07 2.788939521130185574e+06 4.672941330278224809e-02 6.081889464760649282e-03
1.435531961311904636e+00 1.698124576387366176e+02 3.848504781514673567e+00 1.197693488269920647e+07 2.458606702227713075e+06 2.601747692233764148e-02 3.792166865453674898e-03
1.845683950258163231e+00 1.571917351029015890e+02 4.084818849538215169e+00 7.328407406999275088e+06 1.506876016061435221e+06 7.082859952736144694e-03 1.180762642234580752e-03
2.255835939204421603e+00 1.477287842023019095e+02 4.069506202298368791e+00 5.034000000000000000e+06 1.545552821128451265e+06 2.927996570547240079e-03 3.774338194893603663e-04
2.665987928150680197e+00 1.495189471782983333e+02 4.422489606432169928e+00 4.368000000000000000e+06 1.267422445097700227e+06 1.856034968795591171e-03 2.847513312057608137e-04
3.076139917096938348e+00 1.515476892429995814e+02 2.678091628635433707e+00 3.736000000000000000e+06 1.587762232106753159e+06 1.471656835202042081e-03 3.271987914806885047e-04
3.486291906043196942e+00 1.564950660427085438e+02 2.947209878564903018e+00 3.286000000000000000e+06 1.609392323603769299e+06 9.235296885813036030e-04 2.134890511553110817e-04
3.896443894989455536e+00 1.551827792654230223e+02 3.944647622973140866e+00 2.451000000000000000e+06 1.318026194144838257e+06 6.043179545501515355e-04 1.299147862541428101e-04
4.306595883935714575e+00 1.496624447247295677e+02 4.096351659834938985e+00 1.770000000000000000e+06 1.107477592829705682e+06 3.399478226411250907e-04 6.891791449548246423e-05
4.716747872881972725e+00 1.540492973202835856e+02 4.119985548811528453e+00 1.251000000000000000e+06 7.788532608695651870e+05 2.252694248249978264e-04 3.892398521623461721e-05
5.126899861828230875e+00 1.534961357971305063e+02 4.018024912423220130e+00 1.074000000000000000e+06 7.097312236286919797e+05 1.581339075727860471e-04 2.981720741145401521e-05
5.537051850774489914e+00 1.526093134198665950e+02 4.801350265080497337e+00 1.303000000000000233e+06 7.923750724637681851e+05 1.422751979561590356e-04 2.981720741145401521e-05
5.947203839720747176e+00 1.471786511315876851e+02 3.617204655587091811e+00 1.540000000000000000e+06 9.014818449460255215e+05 1.490860370572700828e-04 2.981720741145401521e-05
6.357355828667005326e+00 1.424524228599344440e+02 3.022933343135761231e+00 1.580000000000000000e+06 9.765487571701721754e+05 1.370648159419097145e-04 3.459828221592585695e-05
6.767507817613263477e+00 1.408908678921798980e+02 2.004722653075341032e+00 1.794000000000000000e+06 1.238048842105263146e+06 3.241772784401734074e-05 9.556896068611161864e-06
7.177659806559522515e+00 1.397989052464477027e+02 1.673773814232579538e+00 1.998000000000000233e+06 1.575897959183673607e+06 3.368036498289766741e-05 9.278126326269681043e-06
7.587811795505782442e+00 1.350271909757339017e+02 3.605112914182743378e+00 1.733000000000000000e+06 1.093413507625272498e+06 3.584524755639739187e-05 1.007021198237270064e-05
