R[kpc] Vrot[km/s] e_Vrot[km/s] Sigma_gas[Msun/kpc2] e_Sigma_gas[Msun/kpc2] Sigma_SFR[Msun/yr/kpc2] e_Sigma_SFR[Msun/yr/kpc2]
2.007126754417860870e-01 1.724699999999999989e+01 3.720000000000000195e+00 1.000124029411764815e+07 8.981752471491618780e+05 2.381972005776026441e-02 4.037681076564974408e-03
6.021380263253580667e-01 1.724814438244382231e+01 3.720144893306720046e+00 9.919831715583046898e+06 1.070969683793854667e+06 1.699217188837607792e-02 2.797544862568085433e-03
1.003563377208930074e+00 2.057637994088895894e+01 4.141541654682010964e+00 9.424766751856088638e+06 1.198030399960288312e+06 1.213306357720743411e-02 1.786709289264957513e-03
1.404988728092501971e+00 2.657983134302994799e+01 4.174999072386664345e+00 9.173816761422052979e+06 1.431191525265478529e+06 8.902435378844917452e-03 1.199245763790385798e-03
1.806414078976073867e+00 3.435824758796374567e+01 2.655897937409166243e+00 9.074338279459074140e+06 1.857306403998404276e+06 6.907555393000806496e-03 1.212793482891768660e-03
2.207839429859646430e+00 4.235380177832384874e+01 2.072233465788648754e+00 7.425000000000000000e+06 2.018418816821097862e+06 5.963182940479099144e-03 1.386360951663533677e-03
2.609264780743218548e+00 4.988244346697896248e+01 2.154273421453565263e+00 7.204000000000000000e+06 2.148890448199852835e+06 4.901703556571429012e-03 1.107635361043539293e-03
3.010690131626790667e+00 5.510297016951457749e+01 1.810765160995980505e+00 7.048999999999999069e+06 2.220155972952667624e+06 3.365505942084629463e-03 5.113661481931751481e-04
3.412115482510363673e+00 6.039157165376666114e+01 2.111104135348274902e+00 6.966000000000000000e+06 2.284368844984802883e+06 2.747476055475344368e-03 3.242615732667161656e-04
3.813540833393935348e+00 6.585475099377666197e+01 2.473085950510699238e+00 7.004000000000000000e+06 2.349085196374622639e+06 2.564845180692641464e-03 2.721627804674599206e-04
4.214966184277508354e+00 7.142553071198088332e+01 2.504997343652721753e+00 7.196000000000000931e+06 2.371188512518409174e+06 2.613021305958655206e-03 2.895792143876389758e-04
4.616391535161078252e+00 7.668502789973480560e+01 2.653275231272189671e+00 6.974000000000000000e+06 2.100271526195900049e+06 2.585773036411912092e-03 3.168348059261990365e-04
5.017816886044652591e+00 8.205555010880190991e+01 3.173262545494311748e+00 6.700000000000000000e+06 1.834315876777251251e+06 2.229432578425239505e-03 2.550772284707495730e-04
5.419242236928222489e+00 8.477910364366083229e+01 3.678586470147263476e+00 6.651000000000000000e+06 1.943035640413683606e+06 1.921999317310893463e-03 2.268022414186893622e-04
5.820667587811795052e+00 8.495085777388962356e+01 3.821881340425355322e+00 6.885000000000000000e+06 2.190560692307691555e+06 1.958465030503122543e-03 3.236722699371096662e-04
6.222092938695367614e+00 8.658182303919278411e+01 3.774789500790718844e+00 7.229000000000000000e+06 2.332033577712609898e+06 2.200937061625256146e-03 4.677013285290688581e-04
6.623518289578937512e+00 9.013673410671896136e+01 2.865591038155164583e+00 7.501000000000000000e+06 2.253146289752650075e+06 2.274312521429941447e-03 5.012449627894335468e-04
7.024943640462512739e+00 9.403345284867970122e+01 3.397925017922069024e+00 7.402000000000000000e+06 2.051912956335004186e+06 2.045430371746091366e-03 3.649666795294954870e-04
7.426368991346083526e+00 9.757543236891682170e+01 3.399497645490096698e+00 7.233000000000000000e+06 2.209456849816849455e+06 1.817365481035088321e-03 2.421156531145413125e-04
7.827794342229656088e+00 1.016619059833508487e+02 3.109148986489489008e+00 7.205000000000000000e+06 2.521498897869213950e+06 1.810576304252710638e-03 3.045943523445474098e-04
8.229219693113227763e+00 1.050609913515109497e+02 3.077985244492394745e+00 7.372000000000000931e+06 2.642462068965517450e+06 1.483502929797003321e-03 2.909660335758519297e-04
8.630645043996798549e+00 1.068723982831099164e+02 3.051023840328572767e+00 7.388999999999999069e+06 2.557905376344086137e+06 1.075062209899086720e-03 1.763139623984194115e-04
9.032070394880372888e+00 1.079014045078946822e+02 3.178026529413870982e+00 7.361000000000000931e+06 2.449430237580993213e+06 8.746596198245860411e-04 1.104935751164167574e-04
9.433495745763943674e+00 1.102081024196883163e+02 3.329309963888650525e+00 7.337999999999999069e+06 2.396490981240981258e+06 8.826810504333754267e-04 1.244889268309410876e-04
9.834921096647514460e+00 1.126495200865917639e+02 2.536656035806784004e+00 7.327999999999999069e+06 2.344775722543352749e+06 1.009298685467978872e-03 1.756701876374805352e-04
