R[kpc] Vrot[km/s] e_Vrot[km/s] Sigma_gas[Msun/kpc2] e_Sigma_gas[Msun/kpc2] Sigma_SFR[Msun/yr/kpc2] e_Sigma_SFR[Msun/yr/kpc2]
1.900000000000000022e-01 1.942000000000000171e+01 4.120000000000000107e+00 1.220000000000000000e+06 4.600000000000000000e+05 2.243399132332222470e-04 9.114670093067180545e-05
3.699999999999999956e-01 2.946999999999999886e+01 4.900000000000000355e+00 1.440000000000000000e+06 5.100000000000000000e+05 2.468330274439394412e-04 9.960336045553662269e-05
5.600000000000000533e-01 3.792000000000000171e+01 3.669999999999999929e+00 1.670000000000000000e+06 6.400000000000000000e+05 2.775565147748786858e-04 1.113804315427180988e-04
7.399999999999999911e-01 4.359000000000000341e+01 3.080000000000000071e+00 1.910000000000000000e+06 6.700000000000000000e+05 3.386846838524691303e-04 1.356137465432941743e-04
9.300000000000000488e-01 4.989999999999999858e+01 3.220000000000000195e+00 1.890000000000000000e+06 5.600000000000000000e+05 3.697261070391673690e-04 1.479648181165638555e-04
1.120000000000000107e+00 5.472999999999999687e+01 2.660000000000000142e+00 1.880000000000000000e+06 6.700000000000000000e+05 3.116885681762097092e-04 1.251221164388811868e-04
1.300000000000000044e+00 5.646999999999999886e+01 2.410000000000000142e+00 1.740000000000000000e+06 6.600000000000000000e+05 2.335093344900085704e-04 9.487585168332598497e-05
1.489999999999999991e+00 5.814000000000000057e+01 2.419999999999999929e+00 1.410000000000000000e+06 6.400000000000000000e+05 1.108359252262700208e-04 4.805329100714537840e-05
1.679999999999999938e+00 5.952000000000000313e+01 2.459999999999999964e+00 9.800000000000000000e+05 6.300000000000000000e+05 4.235779770192486809e-05 2.253211866311641563e-05
1.860000000000000098e+00 5.975999999999999801e+01 3.549999999999999822e+00 5.300000000000000000e+05 5.600000000000000000e+05 2.612230803778894258e-05 1.747147824541565357e-05
