# r[kpc] vrot[km/s] vstars[km/s]  Sigma_star [Msun/pc2], jstar [kpc km/s] evstar[km/s]
0.8700 39.6000 35.6337 127.4050 0.0000 6.9279
1.7400 73.0000 65.9408 78.0900 77.1174 7.1236
2.6100 89.4000 82.8111 67.3300 130.0285 7.9801
3.5000 102.0000 96.5692 44.6350 184.2825 6.3533
4.3700 110.0000 105.9439 39.9150 243.3961 5.1925
5.2400 116.0000 113.5196 34.4350 307.6336 4.8645
6.1100 123.0000 121.1134 18.8900 361.7642 4.7348
6.9800 130.0000 127.9048 9.8450 400.6052 4.2767
7.8500 134.0000 131.6655 5.9350 429.6638 6.4291
8.7200 134.0000 131.3621 4.0450 453.2791 5.3057
