# r[kpc] vc[km/s] vstars[km/s]  Sigma_star [Msun/pc2] jstar [kpc km/s] evstar[km/s]
0.27 10.64 5.67 3.43 0.00 10.28
0.54 14.39 9.10 2.44 3.52 7.90
0.81 19.72 13.74 1.66 5.98 6.47
1.08 24.92 17.92 0.90 8.74 5.97
1.35 27.90 19.45 0.54 11.34 6.58
1.61 30.28 20.51 0.41 13.71 6.80
1.88 32.23 21.04 0.31 16.13 7.28
2.15 34.78 22.66 0.20 18.34 7.30
2.42 37.00 23.93 0.15 20.41 7.32
2.69 39.38 25.58 0.10 22.32 7.35
2.96 42.22 28.04 0.08 24.13 6.97
3.23 44.25 29.36 0.05 25.78 6.98
3.50 45.87 30.13 0.04 27.20 7.09
3.77 46.44 29.33 0.03 28.38 7.58
4.04 47.41 29.18 0.02 29.32 7.93
4.31 47.95 28.34 0.01 30.06 8.91
4.57 48.66 27.84 0.01 30.62 9.16
4.84 48.12 24.96 0.01 31.05 10.81
5.11 48.11 22.85 0.00 31.35 12.14
5.38 47.56 19.22 0.00 31.56 14.59
5.65 47.24 15.46 0.00 31.68 18.41
5.92 47.37 12.30 0.00 31.75 23.80
6.19 47.20 5.94 0.00 31.78 49.88
6.46 46.97 0.00 0.00 31.77 inf
6.73 47.72 0.00 0.00 31.75 inf
7.00 46.74 0.00 0.00 31.74 inf
