# r[kpc] vc[km/s] vstars[km/s]  Sigma_star [Msun/pc2] jstar [kpc km/s] evstars[km/s]
0.0800 18.0300 32.3362 450.8712 0.0000 9.0889
0.3900 50.8700 52.1953 403.6581 17.0438 9.9365
0.6900 72.7900 70.8847 269.9974 28.9226 10.4652
1.0000 78.8000 75.0522 201.2512 43.1588 10.8577
1.3100 83.3100 78.4690 156.6279 57.2899 11.0557
1.6200 89.7000 84.4431 129.4974 72.2842 11.0651
1.9300 94.0700 88.6463 105.6449 87.9581 11.0471
2.2400 96.7700 91.3274 85.3275 103.3834 11.0205
2.5500 99.6500 94.3681 67.7863 118.1940 10.9595
2.8600 106.5200 101.7040 58.1717 133.5601 10.8140
3.1700 110.3100 105.8475 54.0856 150.5209 10.7260
3.4700 114.4700 110.3906 48.6564 168.0706 10.6374
3.7800 121.0600 117.4470 36.8952 185.7790 10.5318
4.0900 123.7600 120.9809 28.0418 201.7395 10.3981
4.4000 122.0600 120.1965 21.3658 215.4773 10.2694
4.7100 125.1900 123.6232 17.6022 227.7907 10.2205
5.0200 126.3500 124.6685 14.8441 239.5544 10.2346
5.3300 127.4900 125.6956 12.5267 250.7000 10.2482
5.6400 128.8600 126.9580 10.4554 261.1855 10.2604
5.9500 125.3000 123.2123 9.5389 271.1084 10.2943
6.2500 126.4000 124.2053 8.8908 280.6422 10.3068
6.5600 126.9000 124.5848 7.8954 290.4912 10.3226
6.8700 126.1100 123.6497 5.8685 299.2155 10.3452
7.1800 125.9100 123.3150 4.8257 306.5606 10.3650
7.4900 124.7800 122.0290 4.3585 313.3755 10.3908
7.8000 124.3600 121.4669 3.5501 319.6607 10.4127
8.1100 130.9700 128.1003 2.7883 325.3031 10.3883
8.4200 130.7600 127.7595 2.2664 330.3749 10.4070
8.7300 130.5600 127.4283 1.9269 334.9072 10.4257
9.0300 127.6400 124.3094 2.0919 339.3603 10.4637
9.3400 127.5500 124.0872 1.9166 344.1810 10.4828
9.6500 129.4700 125.9320 1.4099 348.4839 10.4861
9.9600 128.6600 124.9702 1.2205 352.1611 10.5106
10.2700 128.0300 124.1917 1.0455 355.5141 10.5342
10.5800 129.0000 125.0627 0.8331 358.4773 10.5441
10.8900 129.1100 125.0473 0.8712 361.3699 10.5613
11.2000 131.8000 127.6966 0.8712 364.5575 10.5552
11.5000 130.8500 126.5927 0.6972 367.5143 10.5807
11.8100 132.8900 128.5749 0.6972 370.4112 10.5796
12.1200 133.1000 128.6667 0.5231 373.1091 10.5948
12.4300 132.3800 127.7957 0.3488 375.1365 10.6190
12.7400 133.7800 129.1205 0.3488 376.8624 10.6226
13.0500 133.8500 129.0682 0.3488 378.6938 10.6390
13.3600 134.3000 129.4103 0.1946 380.1865 10.6516
13.6700 135.1400 130.1581 0.1642 381.2353 10.6599
13.9800 135.3300 130.2316 0.1385 382.1696 10.6748
14.2800 133.2100 127.9053 0.1175 382.9639 10.7143
14.5900 130.0700 124.5023 0.0991 383.6718 10.7694
14.9000 132.5300 126.9432 0.0836 384.2938 10.7574
15.2100 129.6200 123.7719 0.0705 384.8422 10.8123
