# r[kpc] vrot[km/s] vstars[km/s]  Sigma_star [Msun/pc2] jstar [kpc km/s] evstar[km/s]
0.5000 24.2000 22.0953 83.7900 0.0000 3.8181
1.0000 42.0000 38.1372 50.5850 25.8652 4.4426
1.5000 59.4000 57.1121 33.5550 44.6390 3.1409
2.0000 63.9000 62.1547 17.6350 62.1124 2.6083
2.4900 66.0000 63.6993 12.4500 76.8866 2.7505
3.0000 67.2000 64.3105 9.1200 91.3179 2.9606
3.4900 68.7000 65.2786 6.5300 104.0730 3.3254
4.0000 71.3000 67.4069 6.0650 118.0026 3.8419
4.4900 72.5000 68.1018 5.5050 132.8645 4.1962
5.0100 74.0000 69.0970 3.8650 147.5681 4.4579
5.5000 76.2000 70.8974 2.5000 158.7896 4.3023
