# r[kpc] vc[km/s] vstars[km/s]  Sigma_star [Msun/pc2] jstar [kpc km/s] evstar[km/s]
0.31 11.47 10.13 8.23 0.00 5.96
0.63 18.06 12.59 8.77 6.42 7.83
0.94 20.55 16.71 6.82 9.77 5.94
1.25 27.86 25.11 4.60 14.78 4.28
1.56 35.12 32.10 3.33 21.21 4.42
1.88 41.30 37.96 2.18 28.13 4.22
2.19 46.96 43.36 1.49 34.68 4.66
2.50 50.53 46.56 1.02 40.80 4.88
2.81 52.86 48.46 0.78 46.46 4.79
3.13 53.80 48.85 0.50 51.47 5.19
3.44 54.53 49.05 0.36 55.39 5.71
3.75 55.39 49.40 0.23 58.52 6.82
4.07 57.85 51.54 0.15 61.06 6.79
4.38 55.30 48.04 0.10 62.94 8.68
4.69 55.30 47.41 0.07 64.31 8.58
