# r[kpc] vc[km/s] vstars[km/s]  Sigma_star [Msun/pc2] jstar [kpc km/s] evstars[km/s]
2.1800 96.6200 91.8146 82.5925 0.0000 10.9120
2.7200 104.7700 99.4925 75.1645 237.6232 10.9241
3.2700 116.2800 111.4148 74.8690 283.3014 10.7631
3.8100 116.5700 111.8033 61.1588 323.5164 10.7454
4.3500 118.3000 113.8259 53.4717 359.2444 10.6880
4.9000 121.4300 117.3757 44.1222 394.7990 10.6056
5.4400 120.5300 116.8322 37.5377 427.9022 10.5554
5.9900 123.0900 120.6667 36.6123 463.1467 10.3539
6.5300 124.0400 122.4326 31.3838 498.9190 10.2319
7.0800 126.3500 124.6048 25.7962 533.1693 10.2474
7.6200 129.3700 127.5053 22.2475 565.5378 10.2582
8.1600 131.0500 129.0507 18.8002 596.8391 10.2735
8.7100 131.6100 129.4580 14.3506 625.3386 10.2933
9.2500 132.7500 130.4596 11.2762 649.5323 10.3097
9.8000 131.5900 129.1173 8.8954 671.0328 10.3376
10.3400 130.8900 128.2440 6.8847 689.0791 10.3635
10.8900 132.2400 129.4602 5.5864 705.3323 10.3782
11.4300 131.8400 128.8926 4.3993 719.6248 10.4026
11.9700 131.1100 127.9856 3.5376 732.1045 10.4295
12.5200 132.4800 129.2271 3.5376 744.7647 10.4428
13.0600 131.9200 128.4933 3.0060 757.3913 10.4688
