# r[kpc] vrot[km/s] vstars[km/s]  Sigma_star [Msun/pc2], jstar [kpc km/s] evstar[km/s]
1.7400 54.7000 52.5393 44.2150 0.0000 8.9350
3.5000 85.4000 81.5045 20.4200 184.7735 7.7340
5.2400 93.8000 89.9621 12.4900 275.1525 6.8665
6.9800 98.7000 96.1207 8.9900 365.8952 5.6440
8.7200 103.0000 101.2512 5.4550 449.1114 5.4886
10.4700 107.0000 104.9644 3.0250 517.6036 5.5233
12.1900 109.0000 106.5937 1.3300 564.6949 5.5752
13.9400 108.0000 105.1493 0.4200 590.3121 7.8198
15.6800 108.0000 104.7285 0.2518 603.8649 7.8827
16.6100 108.0000 104.5029 0.1682 609.5048 7.9165
