# r[kpc] vc[km/s] vstars[km/s]  Sigma_star [Msun/pc2] jstar [kpc km/s] evstar[km/s]
0.25 5.83 4.77 16.45 0.00 12.93
0.49 13.08 10.28 17.39 3.79 5.70
0.74 29.23 28.04 16.88 10.50 5.05
0.99 34.75 32.98 12.37 17.40 5.39
1.24 40.01 37.75 10.21 24.15 5.69
1.48 40.29 37.34 8.40 30.21 8.37
1.73 43.47 40.06 5.89 35.69 6.58
1.98 42.13 37.88 4.85 40.51 6.78
2.23 42.13 37.14 3.64 44.55 7.10
2.47 40.94 35.03 2.83 47.74 8.41
2.72 41.57 34.98 2.34 50.68 8.00
2.97 41.69 34.32 1.22 52.97 6.64
3.21 39.96 31.36 0.76 54.31 6.74
3.46 39.33 29.63 0.42 55.17 7.33
3.71 38.59 27.65 0.26 55.70 7.86
3.96 40.13 28.82 0.14 56.06 8.13
4.20 43.82 32.97 0.12 56.38 7.25
4.45 45.59 34.49 0.09 56.75 7.29
4.70 44.66 32.40 0.07 57.08 8.03
4.95 45.34 32.49 0.06 57.38 8.16
5.19 43.22 28.54 0.04 57.61 9.76
5.44 40.39 22.86 0.03 57.76 12.94
5.69 39.00 18.88 0.03 57.85 17.07
5.93 38.29 15.76 0.02 57.90 22.51
6.18 40.04 18.16 0.02 57.94 24.02
6.43 37.63 9.33 0.01 57.97 46.55
