j_acc_kpc_km_s,j_bar_kpc_km_s,f_gas,j_gas_kpc_km_s,j_star_kpc_km_s
22.72479635270846,22.60255939602278,0.6006546031049036,28.658155373660026,13.494349743948504
45.44959270541692,45.21121979303416,0.681026096751868,55.03498856513759,24.236955647499634
68.17438905812537,67.82873354310252,0.7320971227772486,80.42669294911843,33.40234018137572
90.89918541083384,90.4536904331802,0.7704855610577678,105.08927115393983,41.32168952286281
113.6239817635423,113.08643580024842,0.8015540375260787,129.15289130273416,48.19152881294757
136.34877811625077,135.72781176848324,0.8276972726366371,152.70679188123168,54.165228595688916
159.0735744689592,158.37852996785938,0.8502157015127217,175.82272095838601,59.36064070897812
181.79837082166767,181.04014209039323,0.8698811480004951,198.56384897964202,63.889229430159354
204.52316717437614,203.7116970625328,0.887165063975092,220.98855756326998,67.87232327105248
227.2479635270846,226.39816740731823,0.9024447891932238,243.1523394217845,71.41192826475687
