j_acc_kpc_km_s,j_bar_kpc_km_s,f_gas,j_gas_kpc_km_s,j_star_kpc_km_s
775.3539433595976,775.8058166711754,0.029756183340067122,2187.864631653386,732.4997112736539
1550.707886719195,1551.4156040925598,0.07111451809946821,3591.6051796848737,1395.220786403136
2326.0618300787924,2326.9296894781764,0.11863198644371648,4821.24235493804,1991.195624066318
3101.41577343839,3102.237629629758,0.16884062447847242,5930.914318635368,2527.6239602360533
3876.7697167979873,3876.0129619256886,0.219764348856873,6944.395621980072,3011.759814376458
4652.123660157585,4642.802528640034,0.270083101869673,7866.595326849106,3449.938024535958
5427.477603517183,5391.857097771389,0.3187748514780019,8691.944562603949,3847.6027587341023
6202.83154687678,6110.009803042163,0.36507311329748454,9415.537833711569,4209.382448110209
6978.1854902363775,6785.763562610101,0.40850955812243694,10038.613975498989,4539.200658584866
7753.539433595975,7411.728370140197,0.44890955339078925,10568.201060764979,4840.515687073318
