j_acc_kpc_km_s,j_bar_kpc_km_s,f_gas,j_gas_kpc_km_s,j_star_kpc_km_s
87.19669012870732,87.18672603980845,0.16517890503199592,168.22217624398456,71.15293507048267
174.3933802574146,174.34607755755837,0.2323944814673767,312.6809868849437,132.46483941400015
261.5900703861219,261.4884067514198,0.2910951261020335,442.6243765563303,187.10917772729584
348.7867605148292,348.6183230111697,0.3459527914281749,561.6293750139735,235.9479116408113
435.9834506435365,435.74271609364735,0.3983392296735803,671.6602054484404,279.54973225471616
523.1801407722438,522.8617766805849,0.4486772671734864,774.0434216085675,318.4452211856897
610.3768309009512,609.9819418096002,0.4970372861253855,869.8222251340197,353.2028492707106
697.5735210296584,697.102293274103,0.5433183894708788,959.9193153629349,384.4264204676787
784.7702111583658,784.2258967795045,0.5873448246333629,1045.2197623971508,412.7452868601417
871.9669012870731,871.3526060524774,0.6289060145983489,1126.6054927863504,438.76657117838647
