j_acc_kpc_km_s,j_bar_kpc_km_s,f_gas,j_gas_kpc_km_s,j_star_kpc_km_s
1283.8077704724733,1284.6694590759232,0.02661922603317171,3522.749470961032,1223.464266503747
2567.6155409449466,2568.985626082977,0.06733583398000251,5911.842792325245,2327.6403665931593
3851.4233114174203,3852.913649001526,0.11427954047476747,7988.046019881747,3319.380724403814
5135.231081889893,5131.108235141099,0.16363918794604113,9824.993011966091,4212.720522419844
6419.038852362368,6379.307470863313,0.21280574711028472,11407.092037181215,5020.123956734257
7702.846622834841,7557.354541622334,0.2596097053434748,12706.05766283754,5752.018477864507
8986.654393307314,8631.26248360587,0.3027036256851765,13731.614059970312,6417.146691089835
10270.462163779788,9585.285318897162,0.34168592959040467,14522.53351038595,7022.696558067901
11554.269934252261,10419.56349449654,0.376816023906882,15125.490766161294,7574.065421165614
12838.077704724734,11143.459289939748,0.4086736227672195,15583.236127119655,8075.069726769562
