j_acc_kpc_km_s,j_bar_kpc_km_s,f_gas,j_gas_kpc_km_s,j_star_kpc_km_s
170.80477200597073,170.8506853865394,0.06236683659564554,470.04517531352917,150.9497106856829
341.60954401194147,341.6721008253502,0.11286959300438767,786.489209224395,285.07802447481754
512.4143160179121,512.4824937829162,0.16471836906212614,1049.7631958572842,406.5302045234552
683.2190880238829,683.2984192353281,0.2176277304005101,1282.3197194647182,516.6723115676572
854.0238600298537,854.1074640310385,0.27070681278639114,1494.06053752961,616.5628661971474
1024.8286320358245,1024.8916062467697,0.32305837691717904,1690.7821519723188,707.107159890941
1195.633404041795,1195.6632025282051,0.37401785443265756,1875.9538957707487,789.1965528341062
1366.4381760477659,1366.4200671006788,0.4231237415708912,2051.835500311148,863.6856619438641
1537.2429480537367,1537.1627673827195,0.47005876642672706,2220.095280552016,931.4004783671807
1708.0477200597074,1707.8797957492025,0.5146121255956564,2382.0518930665526,993.1171197274407
