j_acc_kpc_km_s,j_bar_kpc_km_s,f_gas,j_gas_kpc_km_s,j_star_kpc_km_s
843.3347577642738,843.8400482915383,0.029118547648830345,2367.0242973608324,798.1569084735272
1686.669515528548,1687.4610462059684,0.07034101267980243,3900.609220740778,1520.0070809020044
2530.004273292822,2530.9762123303826,0.11777090876954376,5243.3368860482715,2168.8965840005067
3373.339031057096,3374.154674960233,0.16787575050790515,6453.277839426096,2752.961250472856
4216.673788821369,4214.626921492978,0.21864725144226554,7553.887227408982,3280.1961038034124
5060.008546585644,5044.019808891983,0.26868666595390606,8545.68261403109,3757.498613931345
5903.343304349917,5847.894710924384,0.31688840436893806,9420.10634705778,4190.782677279683
6746.678062114191,6610.634042051352,0.36246277048738945,10173.379907879867,4585.08529400737
7590.012819878465,7320.246598102299,0.4049837417478785,10810.546790796838,4944.656331017802
8433.347577642739,7970.331281392398,0.444353299107017,11342.993169628831,5273.197591222249
