j_acc_kpc_km_s,j_bar_kpc_km_s,f_gas,j_gas_kpc_km_s,j_star_kpc_km_s
132.73944577297382,132.76554838695563,0.08379173109851938,330.01170619644535,114.72642172069531
265.47889154594765,265.5033977646491,0.1387536429403146,575.0916644210502,215.62626393640554
398.2183373189215,398.2338884911386,0.19261891250836782,782.3222031936535,306.60098473435227
530.9577830918953,530.9632132082857,0.24637675009135263,965.6718275173298,388.8469825278226
663.6972288648691,663.6844006975332,0.2997939721611607,1131.7749890387804,463.27090633901855
796.4366746378429,796.4018021215272,0.35235116928616034,1284.7144449356797,530.736950255525
929.1761204108168,929.1072280233603,0.4034608802820675,1427.5325562134526,592.0042367534186
1061.9155661837906,1061.7968700073075,0.4525804311317865,1562.6819607020202,647.6889294329891
1194.6550119567644,1194.47756982395,0.49934812660017963,1691.8828770347484,698.3675550346032
1327.3944577297382,1327.1492622169362,0.5435499563149402,1816.3433352875206,744.6070525583693
