j_acc_kpc_km_s,j_bar_kpc_km_s,f_gas,j_gas_kpc_km_s,j_star_kpc_km_s
67.7641507610674,67.72103012175957,0.24955943087735002,113.52608489130706,52.48853354583706
135.5283015221348,135.41359658249897,0.32579730738515184,214.64808131368972,97.12484149409582
203.29245228320218,203.09096991265164,0.38713310317157185,308.34640918285737,136.60367056391715
271.0566030442696,270.75679355683405,0.4415070407485344,396.15999502983436,171.6214410593866
338.820753805337,338.4152257854854,0.49155319287851,478.90338620061306,202.59491410992504
406.5849045664044,406.0692918099259,0.5383738981342279,557.1294371328306,229.89459336563664
474.3490553274718,473.7215756404123,0.5824727236403353,631.2893383801737,253.90617885689028
542.1132060885392,541.3764257056122,0.6240685361546576,701.8048833719306,275.0556668383597
609.8773568496066,609.0360931102915,0.6632226588484309,769.1036835800996,293.8116407054918
677.641507610674,676.7049230423108,0.6999176424380797,833.634164845551,310.6802561977935
