j_acc_kpc_km_s,j_bar_kpc_km_s,f_gas,j_gas_kpc_km_s,j_star_kpc_km_s
34.59393778261222,34.47166217262121,0.49266961614093613,46.73251327742252,22.56512355489534
69.18787556522445,68.93702353573185,0.5784673453233793,89.2785360253929,41.022458438079845
103.78181334783667,103.4037655318794,0.6366927145564126,129.86801831748537,57.02540313762761
138.3757511304489,137.87387223677896,0.6825147593777966,168.96957526685603,71.02580008809153
172.9696889130611,172.347962011505,0.7209750897908381,206.81773783894863,83.28118405382416
207.56362669567332,206.82798755440487,0.7543383329743361,243.5712453125537,94.0027017012693
242.15756447828556,241.3148741080911,0.7838338299586792,279.3600107748239,103.36051622181223
276.7515022608978,275.81365224792773,0.8101935881776743,314.30270413592336,111.52213672271839
311.34544004351,310.3237496847799,0.8338514604486726,348.5121638521831,118.66714522891768
345.9393778261222,344.8481633034594,0.855121829461859,382.10016671005246,124.97375996276392
