j_acc_kpc_km_s,j_bar_kpc_km_s,f_gas,j_gas_kpc_km_s,j_star_kpc_km_s
94.84184633008974,94.84058200466619,0.14281912417330697,192.90720317370688,78.50121963556265
189.68369266017947,189.65418911839706,0.20712207323988863,355.1028136980569,146.43434280781227
284.5255389902692,284.45210218302145,0.2647775467238675,499.1360111948574,207.13743572261774
379.36738532035895,379.23927203530945,0.3195302879385466,629.9002359635849,261.53562033813853
474.2092316504486,474.0204573059737,0.37236376911558733,750.0427229893513,310.2620792007829
569.0510779805384,568.7983319086148,0.4234937625732205,861.3174177850393,353.91772826550226
663.8929243106281,663.575925192166,0.472839980872495,965.0841794794918,393.13592212426244
758.7347706407178,758.3529537479075,0.5201961062118323,1062.525946772055,428.57320699199977
853.5766169708075,853.1320518091437,0.5653081669089695,1154.75396464057,460.8786951499135
948.4184633008973,947.908769744851,0.607896850189368,1242.8694313900828,490.61670965682373
