j_acc_kpc_km_s,j_bar_kpc_km_s,f_gas,j_gas_kpc_km_s,j_star_kpc_km_s
29.241523778433304,29.115528049909475,0.5400154112562235,38.29462301763812,18.339400185506143
58.48304755686661,58.23017463529755,0.6242263487523609,73.3061324070852,33.18634827178821
87.72457133529991,87.35005391118851,0.6797316935091365,106.84103664798513,45.98274270576937
116.96609511373322,116.47599275913768,0.7225205525944246,139.26664048897268,57.13209703745991
146.20761889216652,145.60765799731547,0.7578424319753009,170.76853976054883,66.86560594570696
175.44914267059983,174.7474837949248,0.7880844651717301,201.4726717163576,75.3602187379095
204.69066644903313,203.89536766320185,0.8145031941074351,231.48054268873503,82.7708390752409
233.93219022746644,233.05461656833097,0.8378657740104841,260.88439019785994,89.2378827458891
263.17371400589974,262.22583002522026,0.8586508860202777,289.76958774658357,94.90626709418308
292.41523778433304,291.40911075123694,0.8771892497261373,318.21906281326085,99.91608850328498
