j_acc_kpc_km_s,j_bar_kpc_km_s,f_gas,j_gas_kpc_km_s,j_star_kpc_km_s
917.2759353897793,917.8379829641688,0.028530576011408036,2561.3914846934017,869.569322158173
1834.5518707795586,1835.4357725059858,0.06963259475773138,4237.116394818891,1655.6839319226813
2751.8278061693377,2752.912553958856,0.11697351906448486,5703.016229127324,2362.1156572180817
3669.103741559117,3669.806445742654,0.1669658185473387,7021.515165910938,2998.020338455588
4586.379676948896,4582.0466816557855,0.21755295087411045,8214.12926486748,3572.176065262119
5503.655612338675,5477.277191445126,0.2672300106709716,9275.587357965012,4092.0915518692086
6420.9315477284545,6336.849591171716,0.3148042451638205,10195.20971442591,4564.17639873254
7338.2074831182335,7143.053515501257,0.35948429903297713,10972.31840733396,4993.909312831758
8255.483418508013,7884.181834140049,0.40091498016931915,11617.380983172072,5385.87956775171
9172.759353897793,8555.560059771959,0.4390964204497816,12147.020970284411,5744.029366286445
