j_acc_kpc_km_s,j_bar_kpc_km_s,f_gas,j_gas_kpc_km_s,j_star_kpc_km_s
602.5595860743574,602.8835310410562,0.032001468787636905,1728.74320192077,565.6632647336355
1205.1191721487148,1205.6245304235924,0.07389177598594407,2807.298185915048,1077.831138803342
1807.6787582230722,1808.2913426625805,0.12168078985535777,3750.8155388496784,1539.1774763425385
2410.2383442974296,2410.875522602212,0.172169101804271,4604.9197597245975,1954.5665995510153
3012.797930371787,3013.2072505950005,0.22344152978151166,5390.01358756291,2329.3215365198203
3615.3575164461445,3614.118824228182,0.2742957760395344,6116.520112767984,2668.2815523209024
4217.917102520501,4210.110349818727,0.3238875461698283,6786.993743517312,2975.6700811582455
4820.476688594859,4795.002279882001,0.3715702555365904,7399.492989405818,3255.0508580937726
5423.036274669217,5361.315248952902,0.41687067884880774,7951.686150493306,3509.4967294115645
6025.595860743574,5902.1598810766245,0.45950185070091565,8443.298436247132,3741.8234016594192
