j_acc_kpc_km_s,j_bar_kpc_km_s,f_gas,j_gas_kpc_km_s,j_star_kpc_km_s
712.8530301265188,713.2584744116928,0.030446711277733008,2022.5649832047568,672.1425525629677
1425.7060602530373,1426.34123375465,0.07195934024519995,3307.781996894414,1280.456207486799
2138.559090379556,2139.3328527831713,0.11956456798533599,4433.651933900197,1827.7605786794852
2851.4121205060746,2852.1875375165137,0.16987094062579428,5450.92171702209,2320.4034558439585
3564.2651506325933,3564.1958607972656,0.2209243954555238,6382.678517519041,2764.9517650946264
4277.118180759112,4271.944043773081,0.27146150852721407,7236.809388160968,3167.2023885442045
4989.971210885631,4967.739696901658,0.3205326458206722,8010.871153295337,3532.169656195119
5702.82424101215,5640.937838514935,0.3674080074640699,8700.244793828942,3864.0992349041762
6415.677271138668,6281.099851981932,0.41160119150550145,9303.843191598515,4166.607534458593
7128.5303012651875,6880.501685850943,0.4528811298213704,9825.306858562908,4442.920446355062
