j_acc_kpc_km_s,j_bar_kpc_km_s,f_gas,j_gas_kpc_km_s,j_star_kpc_km_s
24.71724145016128,24.592300984911567,0.5816973679213285,31.53520399865243,14.937404985914945
49.43448290032256,49.18917544592957,0.6634690682007599,60.49314522608228,26.903454912277294
74.15172435048383,73.79403080978152,0.7160365447738132,88.32767171679828,37.146293833365334
98.86896580064511,98.40619312020664,0.7558555049318265,115.32568186586862,46.024554511195035
123.5862072508064,123.02529069760416,0.7882766948985926,141.63343254183587,53.744468994251264
148.30344870096766,147.65285028247763,0.8157095354147293,167.3511113072378,60.464078008529846
173.02069015112895,172.28990243687542,0.8394417427023135,192.5592203112691,66.31645824134388
197.73793160129023,196.9375111800283,0.8602390978385428,217.32935873827208,71.42412170219218
222.4551730514515,221.5991074071007,0.8786061504409637,241.72836858000917,75.91056771095228
247.1724145016128,246.26984087114934,0.894871714246741,265.8165590460812,79.88450436758234
