j_acc_kpc_km_s,j_bar_kpc_km_s,f_gas,j_gas_kpc_km_s,j_star_kpc_km_s
202.06914319922555,202.13232042579247,0.05383167931899892,578.4140710067603,180.72399583055864
404.1382863984511,404.22942216701676,0.10220760318068027,948.992924170462,342.2117752841247
606.2074295976767,606.313267849546,0.1530476642687285,1257.4477822073022,488.6506647218693
808.2765727969022,808.3934389328427,0.2054108576903955,1531.5063832632086,621.4600387731255
1010.3457159961278,1010.4741640587157,0.25810435500902945,1782.7486428306488,741.8010594527572
1212.4148591953533,1212.53188521049,0.31018408010247484,2017.0306849091785,850.7792597199771
1414.484002394579,1414.5655493551787,0.3609760610898977,2237.8372818885177,949.510378302584
1616.5531455938044,1616.5859175011494,0.41001047677411023,2447.6027646293323,1039.0746223253366
1818.6222887930298,1818.5740794668818,0.45695988952248495,2648.1836682797293,1120.4703874258678
2020.6914319922555,2020.488122116754,0.501606265815898,2841.0439706437264,1194.6431589034519
