j_acc_kpc_km_s,j_bar_kpc_km_s,f_gas,j_gas_kpc_km_s,j_star_kpc_km_s
1180.3206356517298,1181.0958168913564,0.027036140141258942,3251.2674828841236,1123.5711198421054
2360.6412713034597,2361.869140213695,0.06784006221305498,5437.917794026146,2138.0026945687027
3540.9619069551895,3542.391435510161,0.11489170265741032,7342.169178507588,3049.1603405996016
4721.282542606919,4719.607153074933,0.1644529310381914,9037.605330321916,3869.7358737128216
5901.603178258649,5877.117779128135,0.2141270486407559,10523.265922255732,4611.180342657109
7081.923813910378,6983.270343020632,0.26193220744000356,11773.946454193358,5283.11165627295
8262.24444956211,8006.72849616866,0.30650093110963866,12787.833752422446,5893.656859144375
9442.565085213839,8929.048571881172,0.34725950023768803,13589.529064036202,6449.661852101152
10622.885720865568,9745.671202635378,0.384262274972526,14214.91479680015,6956.558823946035
11803.206356517298,10461.52423008293,0.4179211157813559,14699.843491518828,7418.494903989799
