j_acc_kpc_km_s,j_bar_kpc_km_s,f_gas,j_gas_kpc_km_s,j_star_kpc_km_s
48.41723675840991,48.324462899797304,0.37891936756082273,71.11930615262021,34.41739972977708
96.83447351681983,96.62794436447544,0.4636661686111627,135.386374146665,63.12087919956358
145.25171027522975,144.92494859810463,0.5255505338302594,196.07490832610068,88.26582985683237
193.66894703363965,193.21725157257725,0.5768715764722933,253.95947127231273,110.40442669904728
242.0861837920496,241.50746656387858,0.6217618767719622,309.4234459134434,129.86465694224643
290.5034205504595,289.7976721368212,0.6620804092245646,362.72511386582875,146.91211065503958
338.9206573088694,338.090524647579,0.6987953545442924,414.0784855416909,161.7983097856169
387.33789406727936,386.39038183807173,0.7324486043613051,463.68720758914293,174.7826194947722
435.75513082568926,434.69926128730555,0.7633494650200371,511.75664536057207,186.1398700602714
484.17236758409916,483.0210563126978,0.7916930549827681,558.4989515316286,196.1591591032631
