j_acc_kpc_km_s,j_bar_kpc_km_s,f_gas,j_gas_kpc_km_s,j_star_kpc_km_s
37.62703522677649,37.50976939694068,0.46661616539673967,51.74187622985458,25.059202497344536
75.25407045355297,75.00830242530085,0.5527796181571203,98.75980376416037,45.65063811972861
112.88110568032945,112.50793685293117,0.6122121138832832,143.51549449630596,63.55539580966955
150.50814090710594,150.0084193773003,0.6595291512670973,186.53810250606486,79.24644078314925
188.13517613388242,187.5115233258548,0.6996009534418192,228.09244579353756,93.00239496735061
225.7622113606589,225.01984164269706,0.7346469102448591,268.3573095630848,105.03730465800479
263.3892465874354,262.5348791118843,0.765836826561541,307.4792286081194,115.54320025545022
301.01628181421194,300.0591678821024,0.7938558953710937,345.59302037322504,124.70941774441742
338.6433170409884,337.5955730366751,0.8191390495695491,382.82940731383195,132.72658429150545
376.2703522677649,375.1463023197318,0.8419733405590861,419.31848631620454,139.79486572743457
