j_acc_kpc_km_s,j_bar_kpc_km_s,f_gas,j_gas_kpc_km_s,j_star_kpc_km_s
157.036280433355,157.07534609754418,0.0680747487824582,420.2669094053324,137.84987760591105
314.07256086671,314.12178583455983,0.11986644249813103,711.9056184033763,259.94712962825446
471.10884130006497,471.1589426886846,0.17231210666332242,955.2541923628002,370.37763010867434
628.14512173342,628.202744419134,0.22550022669519287,1169.9728152489365,470.4631581730436
785.1814021667749,785.237322687036,0.27874161995500735,1364.8959095738714,561.2191649782997
942.2176826001298,942.2525941438334,0.3312275170601871,1545.389518011451,643.532848884863
1099.253963033485,1099.254713711684,0.38227150706693586,1715.0277136355382,718.1933325629166
1256.29024346684,1256.2427130954954,0.43140347068772056,1876.081008397111,785.9612778892354
1413.3265239001948,1413.2177753113156,0.4783074423409827,2030.1628657184658,847.5792130484757
1570.3628043335498,1570.179867709419,0.5227797727350019,2178.528171973378,903.7534044609645
