j_acc_kpc_km_s,j_bar_kpc_km_s,f_gas,j_gas_kpc_km_s,j_star_kpc_km_s
144.37766042907361,144.41016850192102,0.07510413642685895,373.51949483758506,125.80584905421198
288.75532085814723,288.7915453988261,0.12837218791331761,641.4461984296398,236.85303591161923
433.1329812872209,433.166156351791,0.18148599193608608,866.212591081647,337.1484205683412
577.5106417162945,577.5436840968752,0.2349587867999925,1064.6288006758919,427.95053004829856
721.8883021453682,721.9110385906185,0.288314013466353,1244.437300381682,510.22829292870256
866.2659625744418,866.2698253310086,0.3408858597884134,1410.3714525097355,584.8670459375124
1010.6436230035154,1010.6117725537995,0.3919957623598819,1565.8887540416697,652.6106103841538
1155.0212834325891,1154.9414238892575,0.4411389308696773,1713.3876125182371,714.1299803879273
1299.3989438616627,1299.2585916771495,0.48799055898077515,1854.4789530526944,770.0841804283799
1443.7766042907363,1443.5664404521376,0.5323477669031459,1990.3747713208895,821.1120325380208
