j_acc_kpc_km_s,j_bar_kpc_km_s,f_gas,j_gas_kpc_km_s,j_star_kpc_km_s
553.9875439385931,554.2767994937382,0.032874936349604915,1598.0875378431317,518.7951302929129
1107.9750878771863,1108.4268737628913,0.07499486328877486,2586.854891109265,988.5632074513829
1661.9626318157793,1662.5076279565967,0.1228849471872694,3450.5232100256308,1412.0043448719318
2215.9501757543726,2216.516911302163,0.17346083452961505,4232.8571887447015,1793.359628704657
2769.937719692966,2770.387424744128,0.22482950482452252,4952.801829877243,2137.4026129100444
3323.925263631559,3323.4858728874533,0.27580513999159073,5620.895396193016,2448.531644151355
3877.912807570152,3873.587327370191,0.32557558307772266,6241.244282075788,2730.6107769747214
4431.900351508745,4416.249318133801,0.3735320142814197,6813.473166575463,2986.9027701776913
4985.887895447338,4945.532677362871,0.4192205851806147,7335.709792239747,3220.245204673073
5539.875439385932,5455.428479270303,0.46234870829441965,7806.93914823856,3433.266648524837
