j_acc_kpc_km_s,j_bar_kpc_km_s,f_gas,j_gas_kpc_km_s,j_star_kpc_km_s
103.15730794395094,103.16363971435663,0.12370303889812406,221.36101372765503,86.47822939770107
206.31461588790188,206.30082465012754,0.1852845418720393,402.7181913351883,161.63111642392388
309.4719238318528,309.4247635905545,0.24189865617865777,561.6170181233724,228.9540350166563
412.62923177580376,412.53760769640786,0.2964582341743836,704.6749406646518,289.4368593470252
515.7865397197547,515.6460343465848,0.3495986893829903,835.3843102281727,343.78278565826525
618.9438476637057,618.752458346921,0.40132856098037634,956.0097556380285,392.6668678540456
722.1011556076566,721.8578041260757,0.4514293998822003,1068.2770006167887,436.78271999671324
825.2584635516075,824.9606079977484,0.499593573642184,1173.6673566052755,476.8202934179135
928.4157714955585,928.0600889209719,0.5454871356493803,1273.5595893324564,513.406186622693
1031.5730794395095,1031.1523612333312,0.5887718446604875,1369.2998108968775,547.0130942094714
