j_acc_kpc_km_s,j_bar_kpc_km_s,f_gas,j_gas_kpc_km_s,j_star_kpc_km_s
40.926065973001094,40.81480876065824,0.4389414960402735,57.39761350095123,27.841329043522652
81.8521319460022,81.6159671280555,0.5250841837885958,109.45812156964291,50.83266945542285
122.7781979190033,122.41490829294821,0.5855497939913361,158.89377057020056,70.87629163452888
163.7042638920044,163.21340176894466,0.6343059141951964,206.3054515288329,88.46911937964559
204.6303298650055,204.01310844948298,0.6760147556100895,251.99014862717496,103.90612008434269
245.5563958380066,244.81634541768082,0.7127956026840245,296.14890026256023,117.41711438253935
286.4824618110077,285.62499268747797,0.7457592598798135,338.94789254916043,129.21400081931722
327.4085277840088,326.4421208750056,0.7755594822074796,380.54047293377806,139.5039943564893
368.3345937570099,367.2709445199518,0.8025989528162857,421.07864194425036,148.49803413105246
409.26065973001096,408.11339893771384,0.8271325362563626,460.7148228902735,156.42723277113075
