j_acc_kpc_km_s,j_bar_kpc_km_s,f_gas,j_gas_kpc_km_s,j_star_kpc_km_s
997.700063822554,998.3268669632006,0.027989276370870533,2772.446072557834,947.2406890506165
1995.400127645108,1996.3867302483518,0.06898329461415136,4603.643370465568,1803.2031365422997
2993.1001914676617,2994.304404837282,0.11623233409138799,6203.6131726761405,2572.218982055543
3990.800255290216,3991.1820377098056,0.1661002805441048,7639.24298243926,3264.5431718796044
4988.50031911277,4980.294758433323,0.2164567352289538,8927.782945760195,3889.786494498067
5986.200382935323,5944.088875514256,0.2656620955083175,10057.125088918128,4456.112001828521
6983.900446757877,6859.431458814546,0.31244195278685893,11016.278189237395,4970.466134136486
7981.600510580432,7707.2078513011575,0.35603452937210356,11810.136264938546,5438.787798635155
8979.300574402985,8476.963349897944,0.3961870192426148,12456.2144438128,5866.009826277862
9977.00063822554,9166.51396644987,0.4330192022487531,12977.0972041719,6256.264236220384
