j_acc_kpc_km_s,j_bar_kpc_km_s,f_gas,j_gas_kpc_km_s,j_star_kpc_km_s
430.5266104917109,430.7287754663413,0.035958023468400054,1260.2493660420403,399.7882961204563
861.0532209834219,861.3722206409471,0.0789688735210029,2025.075622097469,761.5967145981808
1291.5798314751328,1291.9588721454709,0.12723510495774953,2687.82943536261,1088.4633619258855
1722.1064419668437,1722.4980057360156,0.17807835560462976,3288.4954090739325,1383.2074609874567
2152.6330524585546,2153.0022046822146,0.22971131882116283,3842.45846998521,1649.1817068923403
2583.1596629502656,2583.426040544592,0.28097791075372575,4358.794756397331,1889.6512594099208
3013.6862734419765,3013.3063648854586,0.3311110735126008,4843.126985521759,2107.5149157489595
3444.2128839336874,3441.314416392581,0.37957209078744325,5298.2261438071255,2305.2728935716136
3874.7394944253983,3865.1430995232186,0.42597685015500586,5724.712143080663,2485.175472722348
4305.266104917109,4281.726913522411,0.4700546576096506,6122.1146909513045,2649.3267820554233
