j_acc_kpc_km_s,j_bar_kpc_km_s,f_gas,j_gas_kpc_km_s,j_star_kpc_km_s
44.51434629201121,44.41124258409372,0.409669200131514,63.81156074110995,30.948091375563997
89.02869258402242,88.80538244996886,0.4953409407607238,121.58045703032093,56.635472926087736
133.54303887603362,133.19529523716568,0.5566500746392448,176.29674338509952,79.07907020547273
178.05738516804485,177.58264450595271,0.6067501655675517,228.63555916323912,98.8124538821708
222.57173146005601,221.96916407875196,0.6500752812371288,278.9347466319257,116.14092413613106
267.08607775206724,266.3576942937855,0.6886217905312904,327.4209882421085,131.31447824414687
311.60042404407847,310.75067433804253,0.7234395727406819,374.2823571858266,144.56155628392005
356.11477033608963,355.1509763050993,0.7551233541421083,419.69548174140385,156.11581202573223
400.62911662810086,399.56184781624427,0.7840384151548127,463.8362685866177,166.21657471166898
445.1434629201121,443.98629758584826,0.8104146071948628,506.8841342234208,175.1189296001866
